,ulasan,label
944,Aaaa bagus banget gak sia sia download dan belanja di shoope pelayanan nya bagus aplikasi nya bagus top deh kalau shoppe,1
945,Jelekk banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi boong baguss bngtt,1
946,Aflikasi shopee ini sangat membatu. Pemesanan dn teansakasi sangat muda. Aku beri bintan 5 . Makasi,1
947,Ya kasih bintang 1 dulu nantik kalau bagus ogkir nya murah saya kasih full bintang saya tambah jadi bintang 5 pegiriman cepat barang bagus oke lah terima kasih,1
948,Nyeselll!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!_Baru tahu app ini😭. Dulu aku pake app belanja online yg lain dan uang cepat abis.tapi karena app shopee uang ku tetap aman dan tak di marahin mama deh😃👍,1
949,Selama barang yang saya pesan blum ada yg mngcewkan tp mmng ada brg yg trlalu murah dan hsilnya itu sesuai dgn harganya....tp itu tdk mnjadi mslh...jd bgusnya brg itu gmn cara kita pandai mmilihnya dg baik....sekian...😊,1
950,"Aplikasinya bagus, saya suka, penilaiannya juga jelas. Beli apapun selalu di shopee.. saran saya, tolong berikan voucher free ongkir untuk yang COD ya kak, karna sekarang free ongkir di khususnya untuk shopee pay aja, kalau yang gak punya ATM / m banking kan jadi susah dan ribet..",1
951,Aplikasiny buriqqqqqqqqqq...........!!!!!!!!!!!!!!!!!!!!!!....................!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..................................................................!!!!!!!!!!!!!!!!!!!!!!!!!!................................ Tapi boong selamat anda kena prank. Buat kalian semua wajib download Shopee sekarang karna di Shopee itu murah meriah pokoknya kalian harus download ok😉,1
952,Aplakasiv ini jelek karena aku mau main game aku pengen dapet bonus tapi iklan nya shoopee dan ga bisa dapet bonus huh,1
953,Puas tapi blm puas banget karena Cod nya tidak nyampek rumah harus ambil sendiri di kantor exspidisi kota yg jaraknya lumayan jauh....,1
954,Aplikasi yg sangat membantu. Karena semua kebutuhan tersedia di shopee. Terimakasih shopee. 😍😍😍,1
955,"Shopee mmg mantap..sll dpt potongan ongkir, jd senang belanja di sophee tdk memberatkan di ongkir dan ga pernah ketipu selama belanja di sophee, siip dech😅😅😅",1
956,"Saya suka belanja d shopee,shopee yahoo.selama saya tau belanja di shopee Ndak pernah lagi belanja di pasar karena tak perlu keluar rumah tinggal tunggu kurir yang bawa ke rumah,jadi belanjanya aman dan mudah.",1
957,Aplikasi nya jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boonk hayyuk apk ini bagus bangetttttttttttttt,1
958,"Aplikasi cool, selalu melayani dan memberi kepuasan dgn baik kepada pembeli & penjual..",1
959,selama belanja online di shopee blm pernah mengalami kendala yg berarti. pokoknya the best deh...👍👍👍,1
960,Suka sama Shopee banyak promo ongkirnya dan bisa COD nya jd gak ribet transfer uang ke bank dll.,1
961,"belanja di shopee gk perlu ribet tinggal klik barang langsung datang, bisa bayar di tempat gk perlu keluar rumah di masa pandemu ini .... banyak penawaran menarik lg selamat berbelanja ..... 👚👢👗👖👕👠",1
962,"Harga terjangkau, tolong adain menu hapus riwayat pesanan, biar riwayat pesanan nya bisa kehapus, pliss.",1
963,"Suka dgn shopee..barang""nya murah kwalitas bnyk yg bagus, dangat mmbntu beli barang dgn kondisi seperti ini",1
964,"Udah lama pakai aplikasi shopee ini.pengalaman banyak belanja dan beli ini itu, sungguh mudah beli voucher game pulsa token dll sangat membantu, praktis cepat dan terpercaya.sukses buat shopee dan semua penggunanya",1
965,"Tlng gratis ongkir untuk segala pengiriman,tanpa harus memakai gopay atau semacamnya.",1
966,"Puas banget belanja di shopee😊 banyak game² seru, yg paling aku suka ya kalo ada shopee live 100jt nya😊walaupun gk pernah ke pilih buat dapetin 100jt 😁berharap kedepannya shopee makin sukses🤲 amanah jga. Semoga aku ada kesempatan dapat hadiah dari shopee😁berharap🤣",1
967,Sangat Sangat Sangat mengecewakan???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? Tapi.... Bo'ong....... Benar² sangat sangat nganu Sukses selalu buat Shopee ..... Semoga bisa bertambah lebih baik baik dan baik,1
968,Aplikasi is the best pokoknya pengiriman gk pernah mengecewakan tingkat kan lagi kualitas nya shopee aku suka gratis ongkir nya hehe,1
969,Bagus cuman kenapa gak bisa check out dan lemot apknya selalu keluar notif halaman sedang terjadi masalah kembali beberapa saat lagi,1
970,Sangat membantu sekali membeli produk yg kita sukai dari seluruh Indonesia bahkan luar Negri. Dijamin uang kita aman.,1
971,"Mantul free ongkir nya gak main².. Interface simpel dan mudah dipahami, tidak merepotkan..",1
972,Padahal saya udah transfer tapi tulisannya masih belum dibayar. Padahal udah 3 harian.,1
973,Kenapa Shopee sering keluar jika di sentuh sekarang..??,1
974,belanja di shopee cepat dan barang2nya bagus2...pakai shopee pay later lebih mudah..pengiriman cepat..pokoknya shopee TOP deh,1
975,"sophee itu aplikasi belanja yang terkeren,untuk selama ini nyaman dan aman belanja dishopee dari mall ampe star semua dah gak tw berapa kali co. sukses dan makin baik buat para konsumennya yah shopee.thx.",1
976,Aplikasi ini bagus iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiemang bagus😆😆😆😆,1
977,"Salah satu online shop yg recomended, ,,semoga kedepan lebih meningkat lagi segala hal nya",1
978,Jadi buat lu yg gk mau belanja online ribet.mending download aja ni aplikasi. Best banget lah pokoknya. #thank_shoppe,1
979,"Seneng aja belanja di shopee, tampilan mudah dipakai. Tp semenjak ada spay later jadi agak sebel gitu. Pdhl pelanggan lama belanja dri shopee masih blm seperti skrg. Merasa gk adil aja gitu. Pengguna baru masak limitnya bisa sejutaan, sedangkan aku yg make udah lama banget limit masih 160k sampe skrg. Diupdate sama aja gk naik, komplain di survey shopee pay juga gk ada tindak lanjut. Kecewa aja",1
980,Mantap sekali apliksi ini bisa belanja tanpa harus keluar rumah jadi praktis dan bisa juga untuk untuk beli makanan,1
981,"Uda lama gabung di shofeee selama2 saya belanja di shofee cuma sekali di krim barang oleh penjual barang sudah rusak,sakit kali saya di tipu.penjual bilang kirim LG aja barang kalo rusak ya repot mau krim brang kesana lg.tolong pihak shofee di perbaiki lg yg seperti ini.",1
982,Selalu puas belanja di shopee karena complete tapi tolong keterangan daerah jangan dihilangkan yaa...,1
983,Semoga kedepan nya tim spy/audit bisa filter seler seler yang ga jelas tujuan nya apa dengan mengambil sampel design orang lain,1
984,"Cukup memuaskan belanja di shopee, Onlineshop terbaik buat saya,, dri 6 aplikasi onlineshop ini yg mantap,, betul""gratis ongkir👍👍👍👍👍👍👍👍👍",1
985,Terus tingkatkan kinerja nya banyak2 promo diskon barang n promo bebas ongkir. Pokoknya langganan deh belanja online di shopee. Tetap terus diperpanjang bebas ongkirnya tanpa batas nominal ya ... 😃😃😃,1
986,"Sangat membantu sekali, Lebih puas dan harga terjangkau, Lebih komplit dan nyaman",1
987,"ELEH APK APA SIH ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? EITS TAPI BOONG YUK BURUAN DOWNLOAD, KAREA MEMUDAHKAN KITA UNTUK BELANJA, ZAMAN KAYAK SEKARANG..!",1
988,Pertahankan kualitas dan promo2 klo bisa ke masukan aja klo setiap ada yg ultah kasih vocer 50 rb buat belanja gratis,1
989,Sangat senang blnja di shoppe. Aman dan dimanjain dgn shopee pay later dgn cicilan yg ringan... jdi blnja terus deh..thanks shopee,1
990,"Shopee is the best, belanja kebutuhan keluarga jadi mudah ... Terima kasih shopee ...",1
991,"Saya sangat puas belanja di shopee,barang bagus,dan harganya jg oke2,shòpee is the best lah..",1
992,"Sudah bagus, mudah mudahan kedepan bisa lebih ditingkatkan kreativitas dan inovasi yg lebih lagi",1
993,"Aplikasi ini sangat membantu saya, kita bisa mencari barang dari beberapa toko, harganya juga sesuai dengan kualitas barangnya, promonya juga sangat menarik, sukses terus huat shopee ya💪💪💪👌👌👌",1
994,Sukaaaaaaa!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Kalau blnja psti realpick,1
995,kenapa aku udah update terbaru masih nggk ada spinjam nya min .. tolong dong min .. supaya ada spinjamnya.. trimakasih,1
996,"Kenpa payleter saya belum ada ,padahal udah memakai shopee sudah hampir 3 tahun:(",1
997,belanja di shopee ga pernah dapet barang zonk.... jadi saya gunakan sehari hari untuk belanja karena aplksi ini sangat terpercaya.,1
998,"Sangat membantu sekali, terima kasih shopee semoga berjaya trs dan tambah maju..amiin",1
999,"Belanja di shopee itu mudah dan banyak bonusnya, seperti gratis ongkir dan cash back. Ongkirnya juga murah di shopee.",1
1000,"Aplikasi shopee sangat membantu apalagi keadaan skrng ini ga bisa kemana mana ,kalo kata aku murah belanja d shopee sangat membantu",1
1001,Barang pesanan yg saya terima selalu dalam kondisi baik. Selalu ada promo gratis ongkir dll. Maju terus Shoppee,1
1002,"Nyesel gw download, Dompet gw jadi tipis trus soalnya, shoping muluuuuuuuuuuuu!!!!!",1
1003,"Alhamdulillah 🤲. Bajunya pas banget dng anak saya. Tengkiyu shoope, seller n kurir 👍",1
1004,Sangat bagus !!!!!!!!!!!!!aplikasi ini sangat membantu trmksh,1
1005,shoope produk2 nya sangat memuaskan bangeet.tempat belanja online terpercaya nomer 1 di indonesia.,1
1006,Senang belanja di shopee....sering dapat gratis ongkir...jadinya dapat harga murah...tambah lagi shopeepay laternya membantu banget...thks,1
1007,Kenapa saya kasih bintang lima karna saya hampir setengah taun pake aplikasi shopee rasa nya sangat puas dan aman aman aja lah sejauh ini... Smoga berkah aja buat smuanya... Dan dilancarkan seluruh orderan atau bisnis yg ada di Shopee... Aamiinn🙏,1
1008,Recomen belanja di sini senang blom pernah dapet barang yang gak sesuai alhamdulilah semua baik baik,1
1009,"Disaat pandemi ketika berbelanja keluar rumah ada rasa kuatir dan cemas alternatif yg sangat membantu ya belanja online..yg buat saya percaya belanja di shopee karena adanya garansi shopee yg buat saya makin percaya, dan Alhamdulillah tiap kali belanja di shopee pruduknya selalu sesuai dgn apa yg ditawarkan apalagi sering ada penawaran potongan harga dan bebas biaya kirim makin puas dahh belanja disini,.. Terimakasih shopee",1
1010,"Baguss GK bisa bilang apa apa lagi,,cmn pesen sy lebih banyak lagi voucher gratis ongkir karena voucher gratis ongkir sy download shopee makasihhh Mimin",1
1011,Untuk yg suka belanja olshop dan gga mau cape harus ngemall semua yg di butuhkan ada di shopee...tingkatkan lg kualitas penjual yg terbaik...,1
1012,"Tempat belanja online favorit aku ya cuma shopee ,, semogaa semakin banyak promo menariknya dari shopee..",1
1013,"Alhamdulillah, produk ny tidak mengecewakan, Pengiriman jg cepat, mantaaapp dehhh 😘",1
1014,"Aplikasi shopee bagus banget saya sangat suka, dan sekarang ada fitur2 baru yaitu nabung emas tapi untuk nabung emas pilihan lokasi pegadaian khusus wilayah aceh tidak ada, semoga appnya ditingkatkan lagi yaa shopee, saya berharap kami di wilayah aceh dapat mengunakan app nabung emas dilokasi pengadaian diwilayah2 kami. Saya kasih bintang 5 sukses terus SHOPEE 😊",1
1015,"Shopee emang top memudah kan kita belanja bisa COD,, den lebih top nya lagi saya dapat apikasi spaylater membantu bangat buat bayar belanjaan disaat bokek",1
1016,Se enggaknya shopee udah membantu banget menurut aku. Apa lagi dimusim COVID19 kayak gini. Jadi aku gak perlu repot2 keluar rumah untuk beli kebutuuhan aku. Thank banget buat shopee.,1
1017,"Naikin atuh limit paylater sama SPinjam saya, sakitu udah rajin belanja juga, sama rajin beribadah saya teh. Amiin.",1
1018,"Aplikasi berbelanja online yang bagus,admin kalau boleh saran Tambahin Catatan Yang Ada Di Aplikasi Ini",1
1019,"Cuma mau ngucapin trima kasih banyak buat shopee,, akhirnya aku bisa belanja tanpa harus keluar kamar, tanpa ketemu banyaknya orang diluar sana. Makasih banyak buat shopee.❤️❤️❤️",1
1020,"Puas belanja di Shopee,banyak bonusnya...,yg pasti bonus ongkir...terima kasih Shopee......",1
1021,Tempat belanja online yg paling Kusuka. pernah buka yg lain malah bingung . Kalau disini gampang kalau belanja ngga rumit.,1
1022,"Aplikasi yg membantu sya sbgai dropsipper,, terima kasih Shopee.. Makin jatuh cinta sama shopee, krna sangat amat membantu buat saya yg tipis modal smenjak ada Spaylater,, I love u Shopee❤❤",1
1023,"Bagus sih, tapi sekarang gk bisa milih pengiriman jnt, id ekspres, karena kalo mau belanja uang nya pas²an, terus mahal di ongkir, kan akhirnya gk jadi beli...",1
1024,"Like it , Setelah tw cara nya , sya makin cinta shopee smoga sllu mmberikan sya voucher belanja yg memuaskan , ongkir jangn mahal mahal okee 😂😂🙏",1
1025,Aplikasii ini sangat bagus saya kalo mau beli apa apa selalu di shopee karna shopee ada gratis ongkir dan murah murah saya kasih bintang 5 yaaaa karna aplikasi inii sangat bagussss terus shopee bisa ulang tahun dengan 1212 sale jadi saya kasih bintang 5 yaaa jangan lupa download aplikasi shopee,1
1026,"Mau tanya dong, kenapa di shopee aku, setiap kali kasih penilaian, bintang nya gak bisa muncul ya ? Jadi kalo mau kasih penilaian, si bintang itu gak bisa kelihatan. Padahal udah perbaharui aplikasi, hapus cache shopee.. hasilnya tetep sama. SEMOGA DI JAWABAN DEH. 😌",1
1027,Mantap memang barang di gambar kaya bagus tapi kenyaan kurang bagus tapi utk pesan barang okey dan pasti aman,1
1028,"Makasih shopee karna ada aplikasi ini belanja jadi lebih mudah dan harga""nya pun terjangkau👍",1
1029,"saya suka app ini,cman bagaimana cra daftar shopee paylater nya? kok di tab menu sya tdk ada shopee paylater",1
1030,"Sangat membantu dalam kebutuhan berbelanja,dan banyak keuntunganya.. mantap pokoknya Sukses selalu Shopee",1
1031,"Aplikasinya jelek bangeeeeeeet!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi boonk aplikasinya bagus banget buat belanja,barangnya murah murah gratis ongkirnya juga banyak barangnya bagus bagus shopee emang ter-the best deh♡♡♡♡♡",1
1032,Sukaaaaaaa!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Kalau blnja psti realpick,1
1033,Sangat terbantu dengan adanya apliks shopee. Kapan saja dan d mana saja butuh sesuatu langsung bisa.,1
1034,Thnk you membantu di setiap kebutuhan hidup ku dan pandemi ini.... sukses selalu.... Barakallah.,1
1035,Hai kak saya mau tanya kenapa shopeefood nya tetap tidak ada ya setelah diperbaharui?,1
1036,"👍sangat membantu di masa pandemi ini,,,tetap bisa berbelanja dari rumah,,,nice aplikasi,,,suka deh",1
1037,"belanja di shopee tidak sia sia semakin banyak kita transaksi semakin banyak juga diskon2 nya.spaylater sm spinjam sangat membantu kita saat keadaan pandemi,semoga limit ku bs di tambah lagi,kekurangan nya hanya di ongkir..mahal mahal ongkir nya.",1
1038,"Aligato shopee....semua sangat sempurna, mungkin bisa menambahkan system mukhtakhir lainnya...sukses terus shopee",1
1039,Sangat membantu sekali bagi pengguna shopee yang ingin beli barang yang di inginkan tetapi malas keluar yaa di shopee ajah kuwalitasnya mantap sekali 👍👍👍,1
1040,"Fasilitas berbagai cara pembayaran sangat membantu berbelanja hemat, terima kasih shopee",1
1041,Suka bgt blnj di shoopee. Byk potongan harga dan gratis ongkir brg sesuai pesanan dan respon cepat.pengiriman juga cepat..shoopee oke,1
1042,"Aplikasi ini jelekk bangeettttt!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boonk hayukk,apk ini bagusss banget ,sampe semua orang ketagihan ,tapi tolong ya ongkirnya di murahkan:)",1
1043,"Suka ngelag sendiri tiba-tiba, kadang mau buka toko seller malah balik lagi ke home, padahal kemarin-kemarin masih oke banget. Kalau udah diperbaiki sistemnya nanti bintangnya aku ganti.",1
1044,"Ok, lancar smp saat ini..apalgi ada paylater, sangat membantu..semoga saling membantu",1
1045,Parah nih aplikasi parah3!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Kok ada apalikasi sebagus ini?Buat kalian yang belum download aplikasi shopee ayo buruan download😍😍,1
1046,Lumayan bagus cuman gratis ongkir cod ternyata itu diskon ongkir tolong jangan gitu mau belanja jadi urung maklum lah kelas kebawah,1
1047,Aplikasi nya jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boonk hayyuk apk ini bagus bangetttttttttttttt,1
1048,"Shoping di rmh sepuasnya ..apalagi ada pay later sangat membantu banget, gk pake ribet pokoknya",1
1049,"Koin ku udh 16k lbh. Mau goyang shopee lg malah lemot. Ga bisa dibuka. Pdhl udh pje wifi, lihak shopee tlong klo bls komen pengguna tuh jgn cuma. ""tetimakasih atas penilaianya. Kami akan terus berusaha memeperbaiki performa kami selanjutnya"" bosen dengernya. Harus hbungi customer service segala. Ntr ujung2nya udh hbungi CS ttep ga ada jwban pasti.",1
1050,Shoppe tidak pernah mengecewakan.. semua berjalan lancar.. baik belanja atau pun bayar semua tagihan.. cuma mungkin biaya admin agak dimurahin karena kalo bayar cc adminnya 10.000 agak lebih mahal dibanding kita transfer antar bank yg admin hanya 6500..tq shoppe,1
1051,"Aplikasi ini super murah aku suka.dan yang komen nama annas kalo komentar yang sopan masa manggil""LU gk sopan ikuti peraturan kalo ngomong itu yng sopan",1
1052,"Memuaskan belanja di shopee, dan sekarang ada fitur chekout 1000 lgsung gratis ongkir. Bayar pake shopeepay ya 😁",1
1053,"Aplikasi apa ini!jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi bohong hayuk,apk ini bagus untuk belanja online,tapi ongkirnya yg tidak tanggung karna mahal,",1
1054,"Cuma mau ngucapin trima kasih banyak buat shopee,, akhirnya aku bisa belanja tanpa harus keluar kamar, tanpa ketemu banyaknya orang diluar sana. Makasih banyak buat shopee.❤️❤️❤️",1
1055,saya gak bs log in lg masa harus yg baru sih kan saya gak bs liat trak pengiriman barang saya lg gimn caranya min,1
1056,"mudah belanja di shopee, aman dan murah, isi sopee pay tinggal klik setiap saat, sering dapat vocer gratis ongkir, beli pulsa juga dapat diskon, yang penting kita harus pandai2 memilih seller yg amanah.",1
1057,"shopee emang bener"" mantull,karna slaen kebutuhn kluargaku,dishopeepun byk discon dan gratis ongkirnya,aku jd + betah belanja dishopee,trimaksih shopee smoga usahanya smakin maju,lancar rezekinya dan sukses selalu👍satu kt : I love you shopee😘you my bestfriend 😘aku bingung mo ngomong apa y,karna smuanya hanya shopee yg mengerti aku😍😘 shopeeeeeeee I ❤ you,hanya kau satu😘,hai shopee aku adalah pelanggan setiamu🤗😊😘😍berikn aku yg terbaik y,biar tak pindah kelaen hati😘🍒",1
1058,"Bisa dipertanggung jawabkan shopee, mantab pokoknya. Bisa jadi alternatif belanja online dengan pelayanan terbaik, banyak hadiahnya, banyak bonusnya, banyak diskonnya. Bravo shopee",1
1059,Fiturnya lebih mudah dipahami... proses klaim dan pengembalian dana mudah.... banyak bonus gratis ongkirnya 🤪🤭🥰❤😍,1
1060,Terimakasih shoope aplikasi terperca se-indonesia saya sudah 15 kali memesa di shoope dan saya tidak perna kecewa saya telah memesan: -sprei-sepatu-pembatas buku2×-jas2×-sepatu sneakers-perhiasan dll.. Saya sangat senang kurirnya ramah bisa Free ongkir dan COD saya sangat senang terimakasih shoope SMS(Shoope Mantul Sale) Terimakasih🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄🦄,1
1061,Ko jadi susah login yah Kecewa banget Gimana nih min ngga ada respon banget Saya mau pake shopeepay jadi ngga bisa gara gara susah login,1
1062,Terima kasih shopee...dsini saya menemukan barang yang selalu saya cari...mudah mendapatkan nya...,1
1063,"Buat kalian yang mau beli baju lebaran dan gak mau keluar rumah tinggal beli di shopee tingal pilih,klik doang gampang dan barang insyaallah aman,bagus.aku beli baju,celana alhamdulillah barang bagus,murah-murah lg. Jadi buruan download gak akan nyesel pokoknya.terus shopee balas chatnya cepat.pokoknya Shopee is the best",1
1064,"Yok yang lagi cari barang"" gitu dll di aplikasi ini ajaaa Aplikasi nya bagus bangett!!!",1
1065,"Mantep bgt, salama pandemi begini bikin belanja jadi mudah dan praktis banyak gratis ongkirnyaaaaaa. Kerennnnnnnn.",1
1066,Aplikasi penyakit....pengennya belanja terus di aplikasi ini..recomended banget deh😘😘,1
1067,Apknya bagus banget Tapi banyakin dong vocer gratis ongkirnya tapi untuk yang bukan pengguna shopee pay:') karna saya setiap mau beli barang ongkirnya lebih besar di banding harga produknya :) Sekian terimakasi:)😁,1
1068,"aplikasi ga ribet..klu br log-in masukin alamat cepat..produk2 nya bagus2..jasa penhiruman cepat,rapih n banyak pilihan..👍👍👍👍👍👍👍",1
1069,"aku tuh puass bgt belanja di shopee, suka kalap sama toko toko nya yang berkualitas, apa lagi setiap hari ada geratis ongkir sama vocher casback huuhuhu mantaaappp",1
1070,"Akun shopee aku gak bisa buat pesanan,,kenapa ya ka? Adakah solusinya?",1
1071,"Banyak membantu tentunya saat corona ini,hanya saja harus teliti lg utk seller2 agar gak sembarangan jual produk langsung sanksi",1
1072,"Sayang banget sama apk shopee, barang² terjamin,ori, kuslitasnya bagus bagus ,koin nya mudah didapat juga, i love yoy shopee❤️",1
1073,Happy belanja di shopee banyak gratis ongkirnya pengiriman juga cepat. Pokoknya shopee T O P lah.,1
1074,"Shopee kenapa sering macet ya layarnya. Padahal HP sangat fine, dan app lain kenceng semua.",1
1075,Idih jelek bangettttttttttttttttttttttttttttttttttt!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong bagusss bangettt udh 3 tahun donlowd aplikasi iniiiiii 👍👍👍👍,1
1076,"Saya puas belanja di shopee,,,harga terjangkau barang""nya bagus.makasih shopee.",1
1077,"Aplikasi Shopee Semakin Berat Aja.. Gimana mau naikin rating chat di balas, notifikasi aja ga muncul, harus di buka..laaa sekarang sudah di buka pun..tetep aja lama muncul notifikasinya..jaringan wifi stabil, youtube lancar, aplikasi lain lancar..",1
1078,Aplikasi apaan nih sampahh!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Tapi boong gak kok aplikasi nya keren abissss🤭,1
1079,"aplikasi belanja online yang paling terjangkau, banyak pilihan toko, juga banyak gratis ongkir (meskipun tidak cuma"" sekarang, harus beli juga menggunakan shopee pay) tapi tetep jadi olshop pertama buat cari apa"" di masa pandemik begini.",1
1080,Gays jagan jadi korban kayak aku di sini harganya penipuan murah banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!gue sampai sok karena ini murah buruan coba di jamin murah aman aku mau nagis dulu sakin murahnya eeeee,1
1081,"Belanja mudah, terpecaya, aman, & ngak ribet👍👍👍 Aq berasa nyaman belaja di shopee , bikin Betah belanja dishopee",1
1082,"Mhon admin shope,, untuk mempermudah permbayaran adakan transfer akun virtual bank OCBC NISP karna banyak disini pengguna shope yang ingin pakai akun bank OCBC NISP",1
1083,"Aplikasi ini jelekk bangeettttt!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boonk hayukk,apk ini bagusss banget ,sampe semua orang ketagihan ,tapi tolong ya ongkirnya di murahkan:)",1
